Assembly	contigs(>=0bp)	contigs(>=1000bp)	contigs(>=5000bp)	contigs(>=10000bp)	contigs(>=25000bp)	contigs(>=50000bp)	Totallength(>=0bp)	Totallength(>=1000bp)	Totallength(>=5000bp)	Totallength(>=10000bp)	Totallength(>=25000bp)	Totallength(>=50000bp)	contigs	Largestcontig	Totallength	Referencelength	GC(%)	ReferenceGC(%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	misassemblies	misassembledcontigs	Misassembledcontigslength	localmisassemblies	unalignedmis.contigs	unalignedcontigs	Unalignedlength	Genomefraction(%)	Duplicationratio	N'sper100kbp	mismatchesper100kbp	indelsper100kbp	Largestalignment	Totalalignedlength	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
r9-il_bin.0006	2	2	2	2	2	2	565061	565061	565061	565061	565061	565061	2	361626	565061	641420	32.48	32.57	361626	361626	203435	203435	1	1	2	2	9	2	565061	4	0	0 + 2 part	17890	84.744	1.007	0.00	284.05	24.28	127650	547171	71328	65452	54768	53023	3	4	5	6
r9_bin.0123	5	5	4	4	4	2	641032	641032	637442	637442	637442	564905	5	361497	641032	641420	32.56	32.57	361497	361497	203408	203408	1	1	2	2	11	3	610882	10	0	1 + 4 part	56861	90.287	1.009	0.00	287.85	51.63	127719	584171	65461	65461	53028	53028	4	4	6	6
ilmn_bin.0046	183	183	74	32	3	0	1107087	1107087	846864	547091	101432	0	183	39395	1107087	1206922	36.14	35.88	9381	8628	5341	3820	33	39	71	88	24	20	215733	1	1	32 + 15 part	110061	80.497	1.026	0.00	189.18	11.12	39395	992361	8408	7856	3563	2643	36	42	84	110
r104-il_bin.0097	23	23	20	16	11	8	1327671	1327671	1316541	1290116	1205665	1087772	23	337570	1327671	1206922	35.91	35.88	135646	135646	70424	76268	3	3	7	6	41	12	1177705	9	1	0 + 14 part	227500	85.194	1.070	0.75	110.29	10.11	160032	1100002	31992	41768	9368	13605	10	8	29	22
r104_bin.0007	26	26	18	14	10	8	1286609	1286609	1261163	1234733	1170244	1087586	26	337470	1286609	1206922	36.01	35.88	135644	135644	70425	76242	3	3	7	6	37	11	1142283	9	1	3 + 13 part	232507	81.918	1.066	0.00	119.45	11.53	160052	1054109	33218	41768	8864	12703	9	8	28	23
r9-il_bin.0205	16	16	12	11	8	4	1129470	1129470	1120465	1114946	1051112	903486	16	332296	1129470	1206922	35.80	35.88	329593	329593	72036	46831	2	2	4	5	45	6	968098	9	0	4 + 6 part	74936	84.129	1.039	0.09	99.77	9.26	143658	1054165	46048	44734	19190	15371	7	8	16	20
r9_bin.0199	15	15	12	11	8	4	1127922	1127922	1120489	1114970	1051132	903507	15	332244	1127922	1206922	35.77	35.88	329596	329596	72031	46839	2	2	4	5	45	6	968114	10	0	4 + 6 part	74983	84.128	1.037	0.00	108.24	19.50	143672	1052609	46045	44742	19193	15370	7	8	16	20
r9-il_bin.0121	4	4	4	4	4	4	528545	528545	528545	528545	528545	528545	4	305656	528545	545286	38.37	38.53	305656	305656	69410	69410	1	1	3	3	7	3	459135	5	0	0 + 3 part	68206	84.335	1.001	2.65	262.90	140.47	134331	460339	69410	69410	27781	27781	3	3	6	6
r9_bin.0072	5	5	5	5	5	4	554395	554395	554395	554395	554395	528689	5	305790	554395	545286	38.36	38.53	305790	305790	69415	69415	1	1	3	3	7	3	459274	5	0	0 + 3 part	68211	88.946	1.002	0.00	239.79	292.98	134370	486184	69415	69415	26298	27792	3	3	7	6
ilmn_bin.0062	210	210	71	41	14	5	1590516	1590516	1249911	1025750	614863	333784	210	90456	1590516	1400419	31.42	31.41	17134	20822	6486	9645	23	18	61	44	15	13	388526	2	1	80 + 14 part	349294	87.341	1.015	0.00	157.95	12.26	88419	1239720	10789	15428	1950	4628	29	22	106	63
r103-il_bin.0101	42	42	25	16	7	5	1740541	1740541	1694369	1630337	1478451	1408374	42	559936	1740541	1400419	31.46	31.41	422142	422142	155961	215385	2	2	4	3	35	6	1370555	10	1	31 + 9 part	399511	93.131	1.028	0.00	214.53	22.24	213616	1340749	57387	65902	4936	37151	9	7	30	13
r103_bin.0090	40	40	25	16	7	5	1733468	1733468	1694689	1630613	1478614	1408528	40	560123	1733468	1400419	31.46	31.41	422101	422101	155967	215389	2	2	4	3	35	6	1370711	8	1	30 + 8 part	394345	93.150	1.027	0.00	220.62	26.29	213615	1338842	57387	65902	5346	37151	9	7	29	13
r104-il_bin.0066	12	12	11	11	8	7	1361266	1361266	1356708	1356708	1304803	1279635	12	420553	1361266	1400419	31.39	31.41	292274	292274	108734	108734	2	2	5	5	26	7	1146784	5	0	0 + 8 part	55870	92.015	1.013	0.00	174.76	17.54	223180	1305325	54644	54644	37796	36947	6	6	13	14
r104_bin.0075	13	13	12	11	8	7	1370035	1370035	1365477	1355784	1304824	1279656	13	420565	1370035	1400419	31.36	31.41	292283	292283	108734	108734	2	2	5	5	26	7	1146805	5	0	1 + 8 part	63361	92.014	1.014	0.00	173.60	18.08	223189	1306603	54645	54645	36946	36946	6	6	14	14
r9-il_bin.0043	3	3	3	3	3	3	1339892	1339892	1339892	1339892	1339892	1339892	3	698633	1339892	1400419	31.53	31.41	698633	391625	391625	391625	1	2	2	2	32	3	1339892	4	0	0 + 3 part	74832	89.604	1.008	0.00	158.75	16.82	213636	1265060	66506	66506	38129	36951	6	6	12	13
r9_bin.0124	3	3	3	3	3	3	1340039	1340039	1340039	1340039	1340039	1340039	3	698683	1340039	1400419	31.51	31.41	698683	391727	391727	391727	1	2	2	2	32	3	1340039	5	0	0 + 3 part	76197	89.215	1.012	0.00	155.36	21.85	213628	1263842	66506	66506	38127	36950	6	6	12	13
ilmn_bin.0082	340	340	3	0	0	0	576583	576583	19731	0	0	0	340	7869	576583	620146	32.75	31.29	1731	1673	1302	1221	117	130	214	240	4	3	8015	0	0	156 + 9 part	270879	49.112	1.004	0.00	191.75	78.80	3769	305031	1057	-	-	165	-	-
r104-il_bin.0108	78	78	58	27	4	0	766871	766871	693885	466217	130681	0	78	35552	766871	620146	31.73	31.29	12490	13718	7690	10493	20	15	40	27	2	2	32213	0	2	22 + 23 part	320301	71.543	1.007	2.48	225.39	119.23	35206	445097	5231	7523	-	35	23	-
r104_bin.0072	77	77	57	27	4	0	761255	761255	688280	466139	130646	0	77	35566	761255	620146	31.65	31.29	12481	13717	8074	10496	20	15	39	27	2	2	32173	0	2	22 + 22 part	318050	71.016	1.006	0.00	250.91	176.66	35201	441736	5243	7522	-	34	23	-
r9-il_bin.0033	11	11	11	9	7	5	1142456	1142456	1142456	1127134	1089922	1027093	11	306987	1142456	620146	30.98	31.29	295578	295578	146001	295578	2	2	4	2	18	4	881092	6	3	2 + 9 part	522693	97.520	1.025	1.40	208.68	114.92	162173	619763	18634	54034	35079	10	3	6
r9_bin.0209	12	12	11	9	7	5	1147568	1147568	1142854	1127532	1090304	1027486	12	307026	1147568	620146	30.95	31.29	295663	295663	146029	295663	2	2	4	2	18	4	881457	5	3	2 + 10 part	526068	97.587	1.027	0.00	146.73	132.69	162161	621500	18635	54033	35070	10	3	6
ilmn_bin.0007	61	61	59	54	36	17	2292397	2292397	2284746	2248573	1907146	1246558	61	125604	2292397	2532505	53.78	53.04	51140	48619	31262	25990	16	18	30	36	3	3	198272	16	0	0 + 1 part	2560	90.369	1.001	0.00	13.33	3.58	125604	2289219	48619	47185	30925	24482	17	19	32	38
r103-il_bin.0038	2	2	2	2	1	1	2548625	2548625	2548625	2548625	2531563	2531563	2	2531563	2548625	2532505	52.97	53.04	2531563	2531563	2531563	2531563	1	1	1	1	1	1	2531563	1	0	1 + 0 part	17062	99.951	1.000	0.04	0.51	1.11	1855193	2531346	1855193	1855193	676153	676153	1	1	2	2
r103_bin.0087	3	3	2	2	1	1	2550920	2550920	2548538	2548538	2531476	2531476	3	2531476	2550920	2532505	52.97	53.04	2531476	2531476	2531476	2531476	1	1	1	1	1	1	2531476	1	0	2 + 0 part	19444	99.948	1.000	0.00	0.00	1.38	1855127	2531179	1855127	1855127	676052	676052	1	1	2	2
r104-il_bin.0050	1	1	1	1	1	1	2532671	2532671	2532671	2532671	2532671	2532671	1	2532671	2532671	2532505	53.04	53.04	2532671	2532671	2532671	2532671	1	1	1	1	0	0	0	2	0	0 + 0 part	0	99.989	1.000	0.00	0.51	1.22	2532357	2532357	2532357	2532357	2532357	2532357	1	1	1	1
r104_bin.0060	1	1	1	1	1	1	2532608	2532608	2532608	2532608	2532608	2532608	1	2532608	2532608	2532505	53.04	53.04	2532608	2532608	2532608	2532608	1	1	1	1	0	0	0	2	0	0 + 0 part	0	99.991	1.000	0.00	0.16	1.30	2532368	2532368	2532368	2532368	2532368	2532368	1	1	1	1
r9-il_bin.0124	1	1	1	1	1	1	2531706	2531706	2531706	2531706	2531706	2531706	1	2531706	2531706	2532505	53.04	53.04	2531706	2531706	2531706	2531706	1	1	1	1	1	1	2531706	1	0	0 + 0 part	0	99.953	1.000	0.00	0.47	1.03	2351472	2531370	2351472	2351472	2351472	2351472	1	1	1	1
r9_bin.0018	1	1	1	1	1	1	2531490	2531490	2531490	2531490	2531490	2531490	1	2531490	2531490	2532505	53.04	53.04	2531490	2531490	2531490	2531490	1	1	1	1	1	1	2531490	1	0	0 + 0 part	0	99.954	1.000	0.00	0.28	3.04	2351410	2531272	2351410	2351410	2351410	2351410	1	1	1	1
ilmn_bin.0008	523	523	199	42	0	0	2645774	2645774	1605085	551648	0	0	523	20076	2645774	4079247	42.06	41.56	5781	3707	3801	-	147	300	286	-	18	18	85396	7	0	10 + 8 part	40485	63.320	1.009	0.00	209.10	9.49	20076	2598150	5746	3604	3742	-	148	305	290	-
r103-il_bin.0108	51	51	49	48	34	27	3230759	3230759	3221963	3212694	2977513	2708967	51	200306	3230759	4079247	41.45	41.56	100656	83886	61708	17775	13	17	22	39	49	25	2075498	44	0	1 + 23 part	135613	75.084	1.011	1.11	251.60	38.85	200306	3090389	57070	43189	27953	3845	18	26	38	83
r103_bin.0038	71	71	63	55	38	29	3848167	3848167	3820097	3763562	3476079	3125225	71	238066	3848167	4079247	41.46	41.56	101755	100625	60441	52476	14	15	25	28	47	24	1984455	41	2	8 + 32 part	487686	81.263	1.014	0.00	358.50	169.99	200364	3356588	53976	49933	19504	16515	23	25	53	62
r104-il_bin.0095	126	126	102	74	42	20	3325618	3325618	3256743	3061607	2589581	1767566	126	326840	3325618	4079247	41.71	41.56	50731	42720	31542	10137	18	26	39	74	55	26	1528302	27	2	23 + 28 part	278754	73.850	1.011	1.95	272.99	31.60	112966	3043893	35769	27530	14106	-	29	41	64	-
r104_bin.0086	122	122	101	74	42	20	3306410	3306410	3245199	3059076	2589608	1767598	122	326819	3306410	4079247	41.75	41.56	50713	42718	31533	9636	18	26	39	75	50	24	1505640	25	1	21 + 29 part	269962	73.643	1.011	0.00	376.15	116.28	112989	3033627	36730	27939	15163	-	29	40	62	-
r9-il_bin.0157	27	27	21	18	15	13	3642738	3642738	3629044	3609190	3560351	3497523	27	791540	3642738	4079247	41.62	41.56	557556	337212	198914	131672	3	4	6	8	54	13	3349691	22	0	7 + 13 part	125592	85.765	1.005	1.13	222.43	25.87	292261	3516805	120944	119068	57686	36739	11	12	21	28
r9_bin.0052	15	15	15	15	14	13	3544824	3544824	3544824	3544824	3523488	3497445	15	791451	3544824	4079247	41.59	41.56	557554	337232	199006	131658	3	4	6	8	49	11	3306271	22	0	0 + 12 part	94245	84.202	1.005	0.00	164.81	54.79	292198	3450307	126740	119083	78054	37755	10	12	19	27
ilmn_bin.0013	1221	1221	43	0	0	0	2635651	2635651	271493	0	0	0	1221	9923	2635651	3817738	35.77	35.72	2405	1657	1588	-	358	653	695	-	5	5	14481	0	0	189 + 1 part	321493	60.489	1.002	0.00	74.44	3.72	9744	2312445	2281	1473	1381	-	376	700	748	-
r103-il_bin.0094	75	75	72	63	42	22	2911967	2911967	2904089	2836741	2496409	1742230	75	260115	2911967	3817738	35.48	35.72	58413	46218	39205	8450	17	26	32	66	12	9	541875	24	1	6 + 22 part	211315	69.753	1.014	2.54	388.10	76.38	258549	2697643	48040	35050	28194	-	20	30	39	-
r103_bin.0003	80	80	75	65	42	22	2960917	2960917	2948542	2869556	2499952	1744887	80	260421	2960917	3817738	35.46	35.72	56139	46206	38780	10068	18	26	33	65	11	9	542203	21	1	11 + 21 part	239215	70.155	1.016	0.00	734.19	336.70	259782	2718734	48440	35145	27765	-	20	30	40	-
r9-il_bin.0009	21	21	19	15	7	5	4013531	4013531	4008058	3977979	3828808	3766015	21	1457526	4013531	3817738	35.80	35.72	871905	871905	421940	623965	2	2	4	3	6	2	2329431	1	0	14 + 3 part	247350	98.607	1.000	1.49	76.26	11.98	653344	3766175	420463	420463	329577	329577	4	4	6	6
r9_bin.0071	6	6	6	6	5	5	3778748	3778748	3778748	3778748	3766048	3766048	6	1457497	3778748	3817738	35.73	35.72	871933	871933	623923	623923	2	2	3	3	6	2	2329430	1	0	1 + 1 part	13845	98.616	1.000	0.00	53.15	52.25	653337	3764897	616780	420825	329573	329573	3	4	6	6
r9-il_bin.0177	74	74	69	62	45	25	3879944	3879944	3861096	3808330	3521065	2739968	74	246289	3879944	4167747	34.90	34.83	82685	81288	46773	39870	14	15	29	34	50	20	1981628	20	0	11 + 26 part	465851	81.448	1.006	1.93	391.95	190.95	185864	3412040	47553	43390	22514	15978	23	26	53	64
r9_bin.0171	70	70	66	61	44	25	3841835	3841835	3825793	3793798	3476069	2741256	70	246340	3841835	4167747	34.73	34.83	83071	81316	47440	39771	13	15	28	34	50	20	1982433	20	0	10 + 26 part	466827	80.492	1.006	0.00	439.71	372.07	185868	3372955	47559	43454	22520	15129	23	26	52	65
r103-il_bin.0046	89	89	77	66	45	20	3484232	3484232	3442890	3361941	3023683	2103715	89	232306	3484232	3331088	36.05	35.46	71496	76302	38272	40003	14	13	32	29	5	5	534571	37	0	20 + 26 part	620005	85.161	1.010	0.98	558.45	87.04	162915	2861745	43499	48445	18285	25413	22	20	49	44
r104-il_bin.0038	120	120	110	85	31	6	2359432	2359432	2324049	2141592	1246616	360419	120	76586	2359432	3331088	35.52	35.46	26181	18461	16749	-	29	52	58	-	6	6	175614	24	1	9 + 35 part	261429	62.711	1.004	1.57	655.20	55.91	76100	2095180	21087	13900	12112	-	33	61	69	-
r104_bin.0045	125	125	112	86	31	6	2394342	2394342	2350806	2163492	1254403	360442	125	76660	2394342	3331088	35.46	35.46	26192	18897	16458	-	29	51	59	-	5	5	165021	20	0	17 + 37 part	386108	59.961	1.005	0.00	900.89	204.12	76172	2005277	19945	12682	9438	-	34	63	75	-
r9-il_bin.0051	10	10	5	3	3	2	3314251	3314251	3299299	3286358	3286358	3257380	10	1665810	3314251	3331088	35.42	35.46	1665810	1665810	1591570	1591570	1	1	2	2	3	2	3257380	1	0	8 + 1 part	57539	97.771	1.000	1.48	51.43	9.33	1309455	3256712	710855	710855	653931	653931	2	2	3	3
r9_bin.0002	2	2	2	2	2	2	3256748	3256748	3256748	3256748	3256748	3256748	2	1665451	3256748	3331088	35.41	35.46	1665451	1591297	1591297	1591297	1	2	2	2	3	2	3256748	1	0	0 + 1 part	668	97.771	1.000	0.00	24.20	40.50	1309166	3256080	710722	710722	653835	653835	2	2	3	3
ilmn_bin.0060	282	282	179	81	13	3	2631229	2631229	2257361	1567162	539141	224295	282	97555	2631229	2871303	43.94	44.22	12470	10883	6749	5659	59	69	131	160	4	4	50072	3	0	28 + 14 part	231480	82.854	1.009	0.00	188.99	5.38	97555	2398711	11513	9900	5816	4355	61	73	144	180
r103-il_bin.0028	12	12	12	12	12	11	3551676	3551676	3551676	3551676	3551676	3509456	12	1228598	3551676	2871303	44.55	44.22	414055	495753	263971	307005	3	2	5	4	36	7	2733368	16	0	0 + 11 part	736973	97.607	1.004	0.65	199.35	12.56	461265	2814363	118639	149833	19841	82783	8	6	21	12
r103_bin.0040	14	14	14	14	13	11	3603860	3603860	3603860	3603860	3586329	3509912	14	1228449	3603860	2871303	44.53	44.22	414179	495823	264302	306999	3	2	5	4	36	7	2733710	16	1	2 + 11 part	788572	97.614	1.004	0.00	226.74	29.86	461257	2814965	118671	149841	17829	82791	8	6	23	12
r104-il_bin.0110	49	49	48	40	27	19	3371020	3371020	3368619	3311401	3110939	2847088	49	280268	3371020	2871303	44.31	44.22	156507	218250	75349	118847	8	6	15	11	37	14	2113754	9	2	10 + 25 part	588483	96.140	1.008	0.06	200.94	11.95	216732	2780361	63186	75469	20867	38159	17	13	39	26
r104_bin.0011	45	45	45	38	27	19	3334974	3334974	3334974	3283294	3110772	2846942	45	280293	3334974	2871303	44.29	44.22	156499	218234	75350	118854	8	6	15	11	37	14	2113626	9	2	8 + 24 part	566033	95.705	1.008	0.00	226.78	26.78	216717	2766776	67944	75473	24832	38158	16	13	38	26
r9-il_bin.0046	9	9	9	8	7	6	3202506	3202506	3202506	3194426	3172253	3137583	9	1192218	3202506	2871303	44.28	44.22	1051546	1051546	435876	1051546	2	2	3	2	34	5	3084319	8	0	3 + 6 part	418825	96.826	1.001	0.09	187.25	10.11	316333	2783681	164824	168414	59612	70579	8	7	17	13
r9_bin.0050	24	24	24	22	15	8	3732410	3732410	3732410	3715846	3586815	3315426	24	1192103	3732410	2871303	44.20	44.22	1051626	1051626	257203	1051626	2	2	4	2	34	5	3084149	8	5	7 + 16 part	877228	98.082	1.014	0.00	167.85	18.39	316335	2855182	110414	168419	10090	70578	10	7	33	13
ilmn_bin.0053	777	777	202	70	8	0	3500051	3500051	2114185	1199053	273055	0	777	44548	3500051	4417435	45.80	44.88	6757	4594	3292	1538	139	222	331	626	14	14	131554	1	0	52 + 2 part	215547	72.922	1.020	0.00	64.69	1.58	38227	3283773	5993	4021	2937	-	154	247	369	-
r103-il_bin.0102	12	12	12	12	12	10	3794828	3794828	3794828	3794828	3794828	3722395	12	918973	3794828	4417435	45.30	44.88	522946	443058	432180	407188	3	4	5	6	50	7	3425299	17	0	0 + 10 part	260281	79.344	1.008	0.03	81.34	6.13	265477	3534547	123134	111655	70913	36135	12	14	22	30
r103_bin.0044	12	12	12	12	12	10	3795739	3795739	3795739	3795739	3795739	3723307	12	919286	3795739	4417435	45.31	44.88	522855	443290	432233	407304	3	4	5	6	49	7	3426165	19	0	0 + 10 part	259682	79.349	1.009	0.00	136.91	22.17	265501	3536057	121079	111678	71670	36183	12	14	22	30
r104-il_bin.0092	33	33	32	31	29	19	3936105	3936105	3933421	3924759	3884554	3509389	33	609037	3936105	4417435	44.99	44.88	195157	185581	134939	100783	7	8	13	16	33	16	2752884	6	0	2 + 10 part	160401	85.043	1.005	0.00	75.09	7.19	277383	3775404	102120	89405	59156	34134	13	15	25	33
r104_bin.0042	35	35	34	32	30	19	3982735	3982735	3980051	3963325	3923120	3509348	35	609055	3982735	4417435	44.98	44.88	195142	185648	132228	100822	7	8	14	16	34	17	2760994	6	0	2 + 10 part	154627	86.125	1.006	0.00	101.41	12.64	277311	3827638	102121	89465	59158	37284	13	15	25	33
r9-il_bin.0181	7	7	7	7	7	7	3573614	3573614	3573614	3573614	3573614	3573614	7	1095150	3573614	4417435	45.29	44.88	952909	408771	374862	261293	2	3	4	6	41	6	3290408	14	0	0 + 4 part	137485	77.778	1.000	0.00	70.55	3.70	334900	3436093	140813	121688	74444	34145	9	12	17	28
r9_bin.0085	7	7	7	7	7	7	3574147	3574147	3574147	3574147	3574147	3574147	7	1095262	3574147	4417435	45.28	44.88	953074	408801	374944	261295	2	3	4	6	40	6	3290932	14	0	0 + 4 part	134904	77.840	1.000	0.00	73.23	13.76	334947	3439207	140816	125909	74381	36082	9	12	17	28
ilmn_bin.0093	163	163	142	82	20	5	2272733	2272733	2192952	1760548	794458	296659	163	66493	2272733	3489172	46.06	45.01	18297	10119	10424	-	36	81	77	-	5	5	53283	8	1	5 + 7 part	68387	62.827	1.006	0.00	274.02	12.18	66489	2201884	17786	9024	9915	-	37	84	79	-
r103-il_bin.0105	19	19	19	17	11	7	3722651	3722651	3722651	3708117	3617283	3479335	19	2290727	3722651	3489172	44.54	45.01	2290727	2290727	688489	688489	1	1	2	2	58	7	3437977	37	0	9 + 6 part	517068	91.341	1.006	0.00	382.42	35.17	274654	3205583	74404	77893	39318	41367	13	12	30	26
r103_bin.0091	19	19	19	17	11	7	3726327	3726327	3726327	3711789	3619009	3481050	19	2291603	3726327	3489172	44.48	45.01	2291603	2291603	688827	688827	1	1	2	2	56	7	3439697	35	0	9 + 6 part	525390	91.181	1.006	0.00	409.09	60.19	274739	3200937	74413	87641	36821	43040	13	11	30	25
r104-il_bin.0042	13	13	13	13	13	13	3638674	3638674	3638674	3638674	3638674	3638674	13	1011267	3638674	3489172	44.34	45.01	513744	513744	212979	479616	3	3	5	4	59	10	3388352	33	0	0 + 12 part	407537	91.921	1.007	0.00	374.77	29.28	262766	3230850	90982	95953	40733	48792	13	12	28	25
r104_bin.0081	24	24	21	20	13	12	3762130	3762130	3748971	3740783	3620813	3594316	24	1011370	3762130	3489172	44.26	45.01	513737	513737	212959	479692	3	3	5	4	54	8	3283399	32	0	12 + 11 part	611875	90.163	1.001	0.00	367.74	34.62	262784	3150011	86749	94602	33098	49202	14	12	30	25
r9-il_bin.0097	3	3	3	3	3	3	3087021	3087021	3087021	3087021	3087021	3087021	3	1613584	3087021	3489172	44.74	45.01	1613584	915767	915767	557670	1	2	2	3	50	3	3087021	41	0	0 + 3 part	223033	81.834	1.003	0.00	338.95	31.45	288159	2863988	125991	114974	66664	30852	9	10	17	23
r9_bin.0046	3	3	3	3	3	3	3088613	3088613	3088613	3088613	3088613	3088613	3	1614414	3088613	3489172	44.70	45.01	1614414	916205	916205	557994	1	2	2	3	49	3	3088613	43	0	0 + 3 part	226411	81.759	1.003	0.00	349.14	43.40	288058	2862202	126088	115035	66768	30862	9	10	17	23
r9-il_bin.0095	19	19	19	17	10	4	1006068	1006068	1006068	991236	866800	631744	19	248112	1006068	791753	28.73	28.87	131675	131675	42622	116576	3	3	7	4	23	7	738597	19	1	1 + 14 part	292196	87.336	1.032	4.47	381.64	178.89	76724	713332	21748	39510	15470	11	8	17
r9_bin.0205	18	18	18	16	11	4	1013605	1013605	1013605	1000327	904408	632379	18	248174	1013605	791753	28.85	28.87	131962	131962	42703	116754	3	3	7	4	22	7	739421	20	1	1 + 13 part	318422	84.397	1.040	0.00	392.99	317.11	76715	694643	19914	39533	13944	12	8	17
r103_bin.0074	116	116	95	74	37	17	2928979	2928979	2854537	2704306	2114928	1433202	116	168460	2928979	3831278	49.52	48.31	46207	29357	23838	4628	18	30	41	99	27	19	1018167	20	0	54 + 25 part	893115	52.656	1.009	0.00	815.01	353.52	124969	2033533	23883	8309	-	34	64	-
r9-il_bin.0039	25	25	18	13	6	3	3084228	3084228	3067003	3029162	2910023	2821289	25	1902557	3084228	3831278	48.35	48.31	1902557	607542	607542	28233	1	2	2	5	48	3	2821289	28	0	12 + 3 part	230420	74.226	1.004	0.23	521.98	47.96	317321	2853638	100874	89541	51733	10	14	20
r9_bin.0197	21	21	17	12	5	3	3040789	3040789	3030931	2993853	2877095	2820943	21	1902535	3040789	3831278	48.38	48.31	1902535	607456	607456	27917	1	2	2	5	48	3	2820943	25	0	11 + 2 part	232375	73.030	1.004	0.00	469.55	104.25	317411	2807913	100849	89507	61820	10	14	19
ilmn_bin.0079	92	92	81	54	31	16	2628529	2628529	2583896	2380754	2014777	1469202	92	313492	2628529	3178099	51.16	51.27	57885	46367	27794	9930	14	19	30	55	9	8	252402	7	1	2 + 11 part	100863	78.918	1.008	0.00	78.07	4.39	313240	2524998	48703	39566	21565	8344	15	21	35	65
r103-il_bin.0066	16	16	14	11	9	3	3359998	3359998	3355528	3330585	3298370	3050021	16	2041632	3359998	3178099	51.38	51.27	2041632	2041632	948016	948016	1	1	2	2	17	3	3011813	9	1	5 + 5 part	256826	97.419	1.002	0.03	81.01	13.89	880143	3102690	369723	371068	177061	177061	4	3	6	6
r103_bin.0058	17	17	15	11	9	3	3369489	3369489	3365020	3331014	3298800	3050404	17	2041757	3369489	3178099	51.39	51.27	2041757	2041757	948177	948177	1	1	2	2	17	3	3012100	10	1	6 + 5 part	265739	97.425	1.002	0.00	82.32	19.67	880191	3103140	370005	371127	177008	177008	4	3	6	6
r104-il_bin.0091	17	17	14	11	8	5	3201777	3201777	3191996	3168210	3109439	3001089	17	1151062	3201777	3178099	50.90	51.27	919274	919274	744262	744262	2	2	3	3	14	3	2814598	11	1	6 + 5 part	210774	91.266	1.031	0.09	80.47	6.83	723351	2990819	332767	332767	139863	139863	4	4	7	7
r104_bin.0103	11	11	11	10	8	5	3144368	3144368	3144368	3136994	3101753	3001197	11	1151124	3144368	3178099	51.09	51.27	919322	919322	744266	744266	2	2	3	3	14	3	2814712	11	0	2 + 4 part	206734	90.243	1.024	0.00	91.77	7.22	723348	2937450	332774	332774	139863	139863	4	4	7	7
r9-il_bin.0057	8	8	7	5	5	4	3122798	3122798	3118568	3107264	3107264	3074043	8	1772032	3122798	3178099	51.02	51.27	1772032	1772032	862307	862307	1	1	2	2	20	3	3023054	8	0	2 + 6 part	221530	89.648	1.018	0.35	82.80	7.79	543515	2901268	349781	349781	178491	178491	4	4	7	7
r9_bin.0165	3	3	3	3	3	3	3023235	3023235	3023235	3023235	3023235	3023235	3	1772162	3023235	3178099	50.99	51.27	1772162	1772162	862317	862317	1	1	2	2	20	3	3023235	8	0	0 + 3 part	153037	89.649	1.007	0.00	94.63	20.64	543510	2870198	349797	349797	189816	178573	4	4	6	7
ilmn_bin.0066	292	292	173	103	24	0	2985157	2985157	2600828	2099012	841237	0	292	47992	2985157	3536354	57.97	57.32	16243	13359	8497	4494	57	76	119	184	3	3	14931	1	1	4 + 6 part	30583	83.021	1.006	0.00	111.17	7.05	47992	2951446	16090	13327	8397	4360	57	77	120	188
r103-il_bin.0037	48	48	42	38	26	20	3169994	3169994	3153656	3121886	2925071	2724995	48	469652	3169994	3536354	57.19	57.32	131032	123343	68223	54062	6	8	14	19	21	12	1508452	14	1	6 + 20 part	256001	81.752	1.008	0.41	145.17	25.60	246210	2913218	100257	74673	36838	22023	10	12	24	33
r103_bin.0030	50	50	45	39	26	20	3195061	3195061	3180216	3136015	2925995	2725833	50	469786	3195061	3536354	57.21	57.32	130930	123398	60734	54060	6	8	15	19	19	12	1508849	12	1	8 + 20 part	286091	81.591	1.008	0.00	183.58	76.97	344632	2908202	106866	74675	36844	20185	9	11	23	33
